team,pitchers_used,pitcher_age,era,innings_pitched,p_hits,p_runs,earned_runs,homeruns_allowed,walks_allowed,p_strikeouts,saves,hbp,era_plus,whip,hits_per_nine,hr_per_nine,walks_per_nine,so_per_nine,so_walk,p_left_on_base,year
CIN,25,27.4,4.77,1442.2,1572,850,765,198,515,943,35,48,96,1.447,9.8,1.2,3.2,5.9,1.83,1146,2001.0
CLE,24,29.1,4.64,1446.2,1512,821,746,148,573,1218,42,49,97,1.441,9.4,0.9,3.6,7.6,2.13,1150,2001.0
COL,26,28.7,5.29,1430.0,1522,906,841,239,598,1058,26,64,101,1.483,9.6,1.5,3.8,6.7,1.77,1110,2001.0
DET,22,28.1,5.01,1429.1,1624,876,795,180,553,859,34,73,86,1.523,10.2,1.1,3.5,5.4,1.55,1197,2001.0
FLA,23,26.5,4.32,1438.0,1397,744,691,151,617,1119,32,70,98,1.401,8.7,0.9,3.9,7.0,1.81,1169,2001.0
HOU,25,28.4,4.37,1454.2,1453,769,707,221,486,1228,48,70,106,1.333,9.0,1.4,3.0,7.6,2.53,1103,2001.0
KCR,19,27.3,4.87,1440.0,1537,858,779,209,576,911,30,61,99,1.467,9.6,1.3,3.6,5.7,1.58,1111,2001.0
LAD,21,30.5,4.25,1450.2,1387,744,685,184,524,1212,46,72,94,1.317,8.6,1.1,3.3,7.5,2.31,1105,2001.0
MIL,24,27.3,4.64,1436.1,1452,806,740,197,667,1057,28,72,92,1.475,9.1,1.2,4.2,6.6,1.58,1223,2001.0
MIN,21,27.4,4.51,1441.1,1494,766,722,192,445,965,45,56,101,1.345,9.3,1.2,2.8,6.0,2.17,1097,2001.0
MON,23,27.4,4.68,1431.1,1509,812,745,190,525,1103,28,61,95,1.421,9.5,1.2,3.3,6.9,2.10,1144,2001.0
NYM,22,31.1,4.07,1445.2,1418,713,654,186,438,1191,48,43,102,1.284,8.8,1.2,2.7,7.4,2.72,1057,2001.0
NYY,20,30.9,4.02,1451.1,1429,713,649,158,465,1266,57,55,112,1.305,8.9,1.0,2.9,7.9,2.72,1107,2001.0
OAK,16,28.0,3.59,1463.1,1384,645,583,153,440,1117,44,46,122,1.246,8.5,0.9,2.7,6.9,2.54,1080,2001.0
PHI,22,28.9,4.15,1445.1,1417,719,667,170,527,1086,47,70,102,1.345,8.8,1.1,3.3,6.8,2.06,1143,2001.0
PIT,22,28.1,5.05,1416.1,1493,858,794,167,549,908,36,80,90,1.442,9.5,1.1,3.5,5.8,1.65,1115,2001.0
SDP,25,28.7,4.52,1440.2,1519,812,724,219,476,1088,46,56,88,1.385,9.5,1.4,3.0,6.8,2.29,1144,2001.0
SEA,15,30.8,3.54,1465.0,1293,627,576,160,465,1051,56,64,117,1.200,7.9,1.0,2.9,6.5,2.26,1074,2001.0
SFG,18,29.2,4.18,1463.1,1437,748,680,145,579,1080,47,33,95,1.378,8.8,0.9,3.6,6.6,1.87,1156,2001.0
STL,22,29.3,3.93,1435.1,1389,684,627,196,526,1083,38,72,110,1.334,8.7,1.2,3.3,6.8,2.06,1131,2001.0
TBD,24,26.9,4.94,1423.2,1513,887,781,207,569,1030,30,75,90,1.462,9.6,1.3,3.6,6.5,1.81,1130,2001.0
TEX,25,28.5,5.71,1438.1,1670,968,913,222,596,951,37,63,82,1.575,10.4,1.4,3.7,6.0,1.60,1186,2001.0
TOR,20,28.5,4.28,1462.2,1553,753,696,165,490,1041,41,76,107,1.397,9.6,1.0,3.0,6.4,2.12,1164,2001.0
ANA,18,30.2,3.69,1452.1,1345,644,595,169,509,999,54,49,120,1.277,8.3,1.0,3.2,6.2,1.96,1096,2002.0
ARI,20,31.7,3.92,1446.2,1361,674,630,170,421,1303,40,54,116,1.232,8.5,1.1,2.6,8.1,3.10,1053,2002.0
ATL,20,31.1,3.13,1467.1,1302,565,511,123,554,1058,57,42,133,1.265,8.0,0.8,3.4,6.5,1.91,1164,2002.0
BAL,20,27.8,4.46,1450.2,1491,773,719,208,549,967,31,54,97,1.406,9.3,1.3,3.4,6.0,1.76,1133,2002.0
BOS,18,31.1,3.75,1446.0,1339,665,603,146,430,1157,51,84,122,1.223,8.3,0.9,2.7,7.2,2.69,1046,2002.0
CHC,22,27.6,4.29,1441.1,1373,759,687,167,606,1333,23,58,94,1.373,8.6,1.0,3.8,8.3,2.20,1153,2002.0
CHW,16,25.8,4.53,1423.0,1422,798,716,190,528,945,35,60,99,1.370,9.0,1.2,3.3,6.0,1.79,1064,2002.0
CIN,21,28.7,4.27,1453.2,1502,774,690,173,550,980,42,56,100,1.412,9.3,1.1,3.4,6.1,1.78,1161,2002.0
CLE,31,28.1,4.91,1424.2,1508,837,777,142,603,1058,34,57,90,1.482,9.5,0.9,3.8,6.7,1.75,1160,2002.0
COL,22,28.5,5.20,1426.2,1554,898,825,225,582,920,43,64,92,1.497,9.8,1.4,3.7,5.8,1.58,1167,2002.0
DET,30,28.1,4.92,1414.0,1593,864,773,163,463,794,33,62,87,1.454,10.1,1.0,2.9,5.1,1.71,1109,2002.0
FLA,21,26.1,4.36,1456.1,1449,763,706,151,631,1104,36,58,92,1.428,9.0,0.9,3.9,6.8,1.75,1208,2002.0
HOU,21,27.3,4.00,1445.0,1423,695,642,151,546,1219,43,55,108,1.363,8.9,0.9,3.4,7.6,2.23,1175,2002.0
KCR,26,27.8,5.21,1441.0,1587,891,834,212,572,909,30,52,96,1.498,9.9,1.3,3.6,5.7,1.59,1172,2002.0
LAD,19,31.0,3.69,1457.2,1311,643,598,165,555,1132,56,46,103,1.280,8.1,1.0,3.4,7.0,2.04,1123,2002.0
MIL,25,26.8,4.73,1432.1,1468,821,752,199,666,1026,32,62,86,1.490,9.2,1.3,4.2,6.4,1.54,1221,2002.0
MIN,19,28.8,4.12,1444.2,1454,712,662,184,439,1026,47,45,109,1.310,9.1,1.1,2.7,6.4,2.34,1087,2002.0
MON,20,27.7,3.97,1453.0,1475,718,641,165,508,1088,39,46,107,1.365,9.1,1.0,3.1,6.7,2.14,1169,2002.0
NYM,25,30.3,3.89,1442.2,1408,703,624,163,543,1107,36,55,103,1.352,8.8,1.0,3.4,6.9,2.04,1181,2002.0
NYY,17,33.1,3.87,1452.0,1441,697,625,144,403,1135,53,48,114,1.270,8.9,0.9,2.5,7.0,2.82,1106,2002.0
OAK,17,27.4,3.68,1452.0,1391,654,593,135,474,1021,48,62,118,1.284,8.6,0.8,2.9,6.3,2.15,1148,2002.0
PHI,20,28.5,4.17,1449.2,1381,724,671,153,570,1075,47,70,93,1.346,8.6,0.9,3.5,6.7,1.89,1149,2002.0
PIT,19,28.1,4.23,1412.2,1447,730,664,163,572,920,47,55,101,1.429,9.2,1.0,3.6,5.9,1.61,1163,2002.0
SDP,37,27.8,4.62,1436.1,1522,815,737,177,582,1108,40,66,81,1.465,9.5,1.1,3.6,6.9,1.90,1209,2002.0
SEA,19,30.2,4.07,1445.1,1422,699,654,178,441,1063,43,49,105,1.289,8.9,1.1,2.7,6.6,2.41,1082,2002.0
SFG,17,29.2,3.54,1437.1,1349,616,566,116,523,992,43,36,109,1.302,8.4,0.7,3.3,6.2,1.90,1128,2002.0
STL,26,30.2,3.70,1446.1,1355,648,595,141,547,1009,42,60,109,1.315,8.4,0.9,3.4,6.3,1.84,1148,2002.0
TBD,22,26.9,5.29,1440.1,1567,918,846,215,620,925,25,94,84,1.518,9.8,1.3,3.9,5.8,1.49,1185,2002.0
TEX,27,29.7,5.15,1439.2,1528,882,824,194,669,1030,33,76,92,1.526,9.6,1.2,4.2,6.4,1.54,1245,2002.0
TOR,24,27.4,4.80,1438.1,1504,828,767,177,590,991,41,71,96,1.456,9.4,1.1,3.7,6.2,1.68,1195,2002.0
ANA,19,29.0,4.28,1431.1,1444,743,680,190,486,980,39,76,103,1.348,9.1,1.2,3.1,6.2,2.02,1124,2003.0
ARI,22,29.2,3.84,1455.0,1379,685,621,150,526,1291,42,72,122,1.309,8.5,0.9,3.3,8.0,2.45,1180,2003.0
ATL,17,31.1,4.10,1456.1,1425,740,663,147,555,992,51,42,105,1.360,8.8,0.9,3.4,6.1,1.79,1138,2003.0
BAL,20,29.2,4.76,1449.2,1579,820,767,198,526,981,41,80,95,1.452,9.8,1.2,3.3,6.1,1.87,1197,2003.0
BOS,26,31.2,4.48,1464.2,1503,809,729,153,488,1141,36,76,104,1.359,9.2,0.9,3.0,7.0,2.34,1152,2003.0
CHC,17,28.2,3.83,1456.1,1304,683,619,143,617,1404,36,71,114,1.319,8.1,0.9,3.8,8.7,2.28,1175,2003.0
CHW,20,27.9,4.17,1431.0,1364,715,663,162,518,1056,36,53,111,1.315,8.6,1.0,3.3,6.6,2.04,1059,2003.0
CIN,30,28.0,5.09,1446.1,1578,886,818,209,590,932,38,48,81,1.499,9.8,1.3,3.7,5.8,1.58,1198,2003.0
CLE,29,26.3,4.21,1459.1,1477,778,682,179,501,943,34,64,105,1.355,9.1,1.1,3.1,5.8,1.88,1098,2003.0
COL,23,28.0,5.20,1420.0,1629,892,821,200,552,866,34,84,95,1.536,10.3,1.3,3.5,5.5,1.57,1212,2003.0
DET,20,25.3,5.30,1438.2,1616,928,847,195,557,764,27,56,81,1.510,10.1,1.2,3.5,4.8,1.37,1132,2003.0
FLA,22,26.3,4.04,1445.1,1415,692,648,128,530,1132,36,40,105,1.346,8.8,0.8,3.3,7.0,2.14,1137,2003.0
HOU,23,27.6,3.86,1450.0,1350,677,622,161,565,1139,50,74,114,1.321,8.4,1.0,3.5,7.1,2.02,1149,2003.0
KCR,29,28.0,5.05,1438.2,1569,867,808,190,566,865,36,66,97,1.484,9.8,1.2,3.5,5.4,1.53,1183,2003.0
LAD,19,31.2,3.16,1457.2,1254,556,511,127,526,1289,58,40,128,1.221,7.7,0.8,3.2,8.0,2.45,1072,2003.0
MIL,23,27.6,5.02,1452.0,1590,873,810,219,575,1034,44,61,86,1.491,9.9,1.4,3.6,6.4,1.80,1230,2003.0
MIN,20,29.7,4.41,1462.0,1526,758,716,187,402,997,45,50,103,1.319,9.4,1.2,2.5,6.1,2.48,1102,2003.0
MON,25,26.7,4.01,1437.2,1467,716,640,181,463,1028,42,71,113,1.342,9.2,1.1,2.9,6.4,2.22,1142,2003.0
NYM,25,31.6,4.48,1413.1,1497,754,704,168,576,907,38,45,94,1.467,9.5,1.1,3.7,5.8,1.57,1210,2003.0
NYY,23,33.7,4.02,1462.0,1512,716,653,145,375,1119,49,49,110,1.291,9.3,0.9,2.3,6.9,2.98,1107,2003.0
OAK,18,27.4,3.63,1441.2,1336,643,582,140,499,1018,48,54,123,1.273,8.3,0.9,3.1,6.4,2.04,1110,2003.0
PHI,20,29.0,4.04,1443.2,1386,697,648,142,536,1060,33,77,99,1.331,8.6,0.9,3.3,6.6,1.98,1167,2003.0
PIT,23,28.3,4.64,1444.1,1527,801,744,178,502,926,44,61,95,1.405,9.5,1.1,3.1,5.8,1.84,1159,2003.0
SDP,27,27.8,4.87,1431.1,1458,831,774,208,611,1091,31,62,82,1.446,9.2,1.3,3.8,6.9,1.79,1178,2003.0
SEA,18,29.8,3.76,1441.0,1340,637,602,173,466,1001,38,54,115,1.253,8.4,1.1,2.9,6.3,2.15,1065,2003.0
SFG,21,28.6,3.73,1437.1,1349,638,595,136,546,1006,43,43,113,1.318,8.4,0.9,3.4,6.3,1.84,1140,2003.0
STL,24,31.2,4.60,1463.2,1544,796,748,210,508,969,41,65,90,1.402,9.5,1.3,3.1,6.0,1.91,1188,2003.0
TBD,24,26.4,4.93,1436.2,1454,852,787,196,639,877,30,95,90,1.457,9.1,1.2,4.0,5.5,1.37,1178,2003.0
TEX,27,28.1,5.67,1433.1,1625,969,903,208,603,1009,43,63,89,1.554,10.2,1.3,3.8,6.3,1.67,1144,2003.0
TOR,22,29.0,4.69,1435.0,1560,826,748,184,485,984,35,57,101,1.425,9.8,1.2,3.0,6.2,2.03,1139,2003.0
ANA,16,29.0,4.28,1454.1,1476,734,692,170,502,1164,50,44,104,1.360,9.1,1.1,3.1,7.2,2.32,1149,2004.0
ARI,25,29.3,4.98,1436.0,1480,899,794,197,668,1153,33,75,92,1.496,9.3,1.2,4.2,7.2,1.73,1211,2004.0
ATL,21,30.1,3.74,1450.0,1475,668,603,154,523,1025,48,27,115,1.378,9.2,1.0,3.2,6.4,1.96,1200,2004.0
BAL,22,27.4,4.70,1455.1,1488,830,760,159,687,1090,27,62,97,1.495,9.2,1.0,4.2,6.7,1.59,1263,2004.0
BOS,26,32.5,4.18,1451.1,1430,768,674,159,447,1132,36,92,116,1.293,8.9,1.0,2.8,7.0,2.53,1100,2004.0
CHC,19,29.1,3.81,1465.1,1363,665,621,169,545,1346,42,76,116,1.302,8.4,1.0,3.3,8.3,2.47,1201,2004.0
CHW,22,28.2,4.91,1432.1,1505,831,782,224,527,1013,34,48,96,1.419,9.5,1.4,3.3,6.4,1.92,1061,2004.0
CIN,22,28.5,5.19,1443.2,1595,907,832,236,572,992,47,54,82,1.501,9.9,1.5,3.6,6.2,1.73,1213,2004.0
CLE,30,27.3,4.81,1466.2,1553,857,784,201,579,1115,32,62,91,1.454,9.5,1.2,3.6,6.8,1.93,1193,2004.0
COL,25,28.8,5.54,1435.1,1634,923,883,198,697,947,36,71,89,1.624,10.2,1.2,4.4,5.9,1.36,1306,2004.0
DET,18,27.5,4.93,1439.2,1542,844,788,190,530,995,35,54,91,1.439,9.6,1.2,3.3,6.2,1.88,1133,2004.0
FLA,25,27.8,4.10,1439.0,1395,700,655,166,513,1116,53,51,101,1.326,8.7,1.0,3.2,7.0,2.18,1093,2004.0
HOU,23,29.6,4.05,1443.0,1416,698,650,174,525,1282,47,68,107,1.345,8.8,1.1,3.3,8.0,2.44,1174,2004.0
KCR,25,27.4,5.15,1420.1,1638,905,813,208,518,887,25,56,93,1.518,10.4,1.3,3.3,5.6,1.71,1154,2004.0
LAD,22,29.5,4.01,1453.1,1386,684,647,178,521,1066,51,54,103,1.312,8.6,1.1,3.2,6.6,2.05,1111,2004.0
MIL,22,27.2,4.24,1442.0,1440,757,679,164,476,1098,42,51,103,1.329,9.0,1.0,3.0,6.9,2.31,1121,2004.0
MIN,18,28.2,4.03,1476.0,1523,715,661,167,431,1123,48,54,117,1.324,9.3,1.0,2.6,6.8,2.61,1126,2004.0
MON,22,26.5,4.33,1447.0,1477,769,696,191,582,1032,31,79,105,1.423,9.2,1.2,3.6,6.4,1.77,1197,2004.0
NYM,26,32.5,4.09,1449.0,1452,731,658,156,592,977,31,49,105,1.411,9.0,1.0,3.7,6.1,1.65,1255,2004.0
NYY,23,32.9,4.69,1443.2,1532,808,752,182,445,1058,59,60,96,1.369,9.6,1.1,2.8,6.6,2.38,1101,2004.0
OAK,18,28.4,4.17,1471.1,1466,742,682,164,544,1034,35,68,109,1.366,9.0,1.0,3.3,6.3,1.90,1157,2004.0
PHI,21,29.8,4.45,1462.2,1488,781,724,214,502,1070,43,66,101,1.361,9.2,1.3,3.1,6.6,2.13,1139,2004.0
PIT,22,27.7,4.29,1428.0,1451,744,680,149,576,1079,46,63,100,1.419,9.1,0.9,3.6,6.8,1.87,1169,2004.0
SDP,24,30.0,4.03,1441.0,1460,705,645,184,422,1079,44,48,97,1.306,9.1,1.1,2.6,6.7,2.56,1107,2004.0
SEA,23,30.4,4.76,1459.1,1498,823,772,212,575,1036,28,72,95,1.421,9.2,1.3,3.5,6.4,1.80,1188,2004.0
SFG,22,30.1,4.29,1457.0,1481,770,695,161,548,1020,46,47,101,1.393,9.1,1.0,3.4,6.3,1.86,1180,2004.0
STL,20,30.1,3.75,1453.2,1378,659,605,169,440,1041,57,67,113,1.251,8.5,1.0,2.7,6.4,2.37,1084,2004.0
TBD,24,27.5,4.81,1417.0,1459,842,757,192,580,923,35,93,94,1.439,9.3,1.2,3.7,5.9,1.59,1168,2004.0
TEX,30,30.6,4.53,1439.2,1536,794,724,182,547,979,52,81,111,1.447,9.6,1.1,3.4,6.1,1.79,1232,2004.0
TOR,25,28.6,4.91,1421.0,1505,823,775,181,608,956,37,58,98,1.487,9.5,1.1,3.9,6.1,1.57,1195,2004.0
ARI,25,27.4,4.84,1456.1,1580,856,783,193,537,1038,45,62,91,1.454,9.8,1.2,3.3,6.4,1.93,1177,2005.0
ATL,26,28.6,3.98,1443.2,1487,674,639,145,520,929,38,32,107,1.390,9.3,0.9,3.2,5.8,1.79,1181,2005.0
BAL,20,28.3,4.56,1427.2,1458,800,724,180,580,1052,38,52,95,1.428,9.2,1.1,3.7,6.6,1.81,1159,2005.0
BOS,26,33.6,4.74,1429.0,1550,805,752,164,440,959,38,89,96,1.393,9.8,1.0,2.8,6.0,2.18,1135,2005.0
CHC,22,28.2,4.19,1440.0,1357,714,671,186,576,1256,39,50,105,1.342,8.5,1.2,3.6,7.9,2.18,1151,2005.0
CHW,17,29.3,3.61,1475.2,1392,645,592,167,459,1040,54,52,125,1.254,8.5,1.0,2.8,6.3,2.27,1104,2005.0
CIN,22,28.9,5.15,1433.0,1657,889,820,219,492,955,31,80,83,1.500,10.4,1.4,3.1,6.0,1.94,1209,2005.0
CLE,17,29.2,3.61,1452.2,1363,642,582,157,413,1050,51,41,117,1.223,8.4,1.0,2.6,6.5,2.54,1048,2005.0
COL,27,27.3,5.13,1418.2,1600,862,808,175,604,981,37,84,94,1.554,10.2,1.1,3.8,6.2,1.62,1267,2005.0
DET,23,28.0,4.51,1435.2,1504,787,719,193,461,907,37,51,94,1.369,9.4,1.2,2.9,5.7,1.97,1045,2005.0
FLA,27,29.5,4.16,1442.1,1459,732,666,116,563,1125,42,65,96,1.402,9.1,0.7,3.5,7.0,2.00,1177,2005.0
HOU,17,30.3,3.51,1443.0,1336,609,563,155,440,1164,45,59,121,1.231,8.3,1.0,2.7,7.3,2.65,1085,2005.0
KCR,22,25.7,5.49,1413.1,1640,935,862,178,580,924,25,74,80,1.571,10.4,1.1,3.7,5.9,1.59,1195,2005.0
LAA,18,28.5,3.68,1464.1,1419,643,598,158,443,1126,54,48,116,1.272,8.7,1.0,2.7,6.9,2.54,1122,2005.0
LAD,20,28.5,4.38,1427.1,1434,755,695,182,471,1004,40,64,94,1.335,9.0,1.1,3.0,6.3,2.13,1076,2005.0
MIL,19,28.0,3.97,1438.0,1382,697,635,169,569,1173,46,45,108,1.357,8.6,1.1,3.6,7.3,2.06,1197,2005.0
MIN,15,27.9,3.71,1464.1,1458,662,604,169,348,965,44,43,120,1.233,9.0,1.0,2.1,5.9,2.77,1017,2005.0
NYM,22,31.9,3.76,1435.2,1390,648,599,135,491,1012,38,56,109,1.310,8.7,0.8,3.1,6.3,2.06,1166,2005.0
NYY,28,34.2,4.52,1430.2,1495,789,718,164,463,985,46,84,94,1.369,9.4,1.0,2.9,6.2,2.13,1101,2005.0
OAK,20,26.6,3.69,1450.1,1315,658,594,154,504,1075,38,60,118,1.254,8.2,1.0,3.1,6.7,2.13,1071,2005.0
PHI,19,29.7,4.21,1435.0,1379,726,672,189,487,1159,40,72,105,1.300,8.6,1.2,3.1,7.3,2.38,1088,2005.0
PIT,19,28.7,4.42,1436.0,1456,769,706,162,612,958,35,65,95,1.440,9.1,1.0,3.8,6.0,1.57,1187,2005.0
SDP,23,31.0,4.13,1455.1,1452,726,668,146,503,1133,45,46,94,1.343,9.0,0.9,3.1,7.0,2.25,1161,2005.0
SEA,21,31.4,4.49,1427.2,1483,751,712,179,496,892,39,57,94,1.386,9.3,1.1,3.1,5.6,1.80,1138,2005.0
SFG,24,30.0,4.33,1444.1,1456,745,695,151,592,972,46,42,99,1.418,9.1,0.9,3.7,6.1,1.64,1202,2005.0
STL,20,29.7,3.49,1445.2,1399,634,560,153,443,974,48,60,122,1.274,8.7,1.0,2.8,6.1,2.20,1076,2005.0
TBD,21,27.4,5.39,1421.2,1570,936,851,194,615,949,43,64,81,1.537,9.9,1.2,3.9,6.0,1.54,1183,2005.0
TEX,30,30.5,4.96,1440.0,1589,858,794,159,522,932,46,60,93,1.466,9.9,1.0,3.3,5.8,1.79,1193,2005.0
TOR,18,28.2,4.06,1447.0,1475,705,653,185,444,958,35,68,110,1.326,9.2,1.2,2.8,6.0,2.16,1120,2005.0
WSN,25,28.9,3.87,1458.0,1456,673,627,140,539,997,51,72,106,1.368,9.0,0.9,3.3,6.2,1.85,1239,2005.0
ARI,25,28.8,4.48,1459.2,1503,788,727,168,536,1115,34,61,106,1.397,9.3,1.0,3.3,6.9,2.08,1174,2006.0
ATL,26,29.4,4.60,1441.1,1529,805,736,183,572,1049,38,55,97,1.458,9.5,1.1,3.6,6.6,1.83,1221,2006.0
BAL,24,27.9,5.35,1419.0,1579,899,843,216,613,1016,35,48,85,1.545,10.0,1.4,3.9,6.4,1.66,1171,2006.0
BOS,28,31.1,4.83,1441.1,1570,825,773,181,509,1070,46,68,99,1.442,9.8,1.1,3.2,6.7,2.10,1143,2006.0
CHC,23,28.0,4.74,1439.0,1396,834,758,210,687,1250,29,67,98,1.448,8.7,1.3,4.3,7.8,1.82,1215,2006.0
CHW,18,27.9,4.61,1449.0,1534,794,743,200,433,1012,46,58,103,1.357,9.5,1.2,2.7,6.3,2.34,1091,2006.0
CIN,29,29.5,4.51,1445.2,1576,801,725,213,464,1053,36,60,104,1.411,9.8,1.3,2.9,6.6,2.27,1181,2006.0
CLE,23,28.6,4.41,1423.1,1583,782,698,166,429,948,24,51,101,1.414,10.0,1.0,2.7,6.0,2.21,1138,2006.0
COL,24,28.8,4.66,1447.1,1549,812,749,155,553,952,34,66,106,1.452,9.6,1.0,3.4,5.9,1.72,1164,2006.0
DET,19,28.8,3.84,1448.0,1420,675,618,160,489,1003,46,53,118,1.318,8.8,1.0,3.0,6.2,2.05,1126,2006.0
FLA,21,25.9,4.37,1433.1,1465,772,696,166,622,1088,41,74,99,1.456,9.2,1.0,3.9,6.8,1.75,1222,2006.0
HOU,19,29.8,4.08,1468.2,1425,719,666,182,480,1160,42,54,109,1.297,8.7,1.1,2.9,7.1,2.42,1094,2006.0
KCR,31,27.7,5.65,1426.1,1648,971,896,213,637,904,35,60,83,1.602,10.4,1.3,4.0,5.7,1.42,1184,2006.0
LAA,18,27.9,4.04,1452.2,1410,732,652,158,471,1164,50,50,112,1.295,8.7,1.0,2.9,7.2,2.47,1059,2006.0
LAD,22,30.4,4.23,1460.1,1524,751,686,152,492,1068,40,41,107,1.381,9.4,0.9,3.0,6.6,2.17,1157,2006.0
MIL,27,28.3,4.82,1425.2,1454,833,763,177,514,1145,43,74,95,1.380,9.2,1.1,3.2,7.2,2.23,1100,2006.0
MIN,17,26.9,3.95,1439.1,1490,683,632,182,356,1164,40,36,114,1.283,9.3,1.1,2.2,7.3,3.27,1065,2006.0
NYM,27,32.2,4.14,1461.1,1402,731,673,180,527,1161,43,62,106,1.320,8.6,1.1,3.2,7.2,2.20,1125,2006.0
NYY,25,32.5,4.41,1443.2,1463,767,708,170,496,1019,43,59,103,1.357,9.1,1.1,3.1,6.4,2.05,1117,2006.0
OAK,21,27.0,4.21,1451.2,1525,727,679,162,529,1003,54,55,106,1.415,9.5,1.0,3.3,6.2,1.90,1197,2006.0
PHI,23,30.5,4.60,1460.1,1561,812,747,211,512,1138,42,62,102,1.420,9.6,1.3,3.2,7.0,2.22,1173,2006.0
PIT,22,27.0,4.52,1435.0,1545,797,720,156,620,1060,39,70,98,1.509,9.7,1.0,3.9,6.6,1.71,1252,2006.0
SDP,22,30.6,3.87,1463.2,1385,679,629,176,468,1097,50,50,105,1.266,8.5,1.1,2.9,6.7,2.34,1105,2006.0
SEA,25,28.0,4.60,1446.2,1500,792,739,183,560,1067,47,53,97,1.424,9.3,1.1,3.5,6.6,1.91,1162,2006.0
SFG,21,28.7,4.63,1429.2,1422,790,735,153,584,992,37,70,97,1.403,9.0,1.0,3.7,6.2,1.70,1146,2006.0
STL,19,28.6,4.54,1429.2,1475,762,721,193,504,970,38,80,98,1.384,9.3,1.2,3.2,6.1,1.92,1145,2006.0
TBD,25,27.0,4.96,1420.1,1600,856,782,180,606,979,33,63,92,1.553,10.1,1.1,3.8,6.2,1.62,1257,2006.0
TEX,26,28.3,4.60,1431.1,1558,784,731,162,496,972,42,66,101,1.435,9.8,1.0,3.1,6.1,1.96,1159,2006.0
TOR,21,28.1,4.37,1428.1,1447,754,694,185,504,1076,42,59,105,1.366,9.1,1.2,3.2,6.8,2.13,1112,2006.0
WSN,29,28.9,5.03,1436.1,1535,872,803,193,584,960,32,92,85,1.475,9.6,1.2,3.7,6.0,1.64,1243,2006.0
ARI,26,28.2,4.13,1441.0,1446,732,662,169,546,1088,51,61,115,1.382,9.0,1.1,3.4,6.8,1.99,1161,2007.0
ATL,28,29.4,4.11,1456.1,1442,733,665,172,537,1106,36,42,107,1.359,8.9,1.1,3.3,6.8,2.06,1161,2007.0
BAL,27,29.0,5.17,1438.2,1491,868,827,161,696,1087,30,72,89,1.520,9.3,1.0,4.4,6.8,1.56,1234,2007.0
BOS,20,31.1,3.87,1438.2,1350,657,618,151,482,1149,45,62,123,1.273,8.4,0.9,3.0,7.2,2.38,1098,2007.0
CHC,22,28.4,4.04,1446.2,1340,690,650,165,573,1211,39,59,115,1.322,8.3,1.0,3.6,7.5,2.11,1156,2007.0
CHW,21,27.7,4.77,1440.2,1556,839,763,174,499,1015,42,59,99,1.426,9.7,1.1,3.1,6.3,2.03,1132,2007.0
CIN,25,29.1,4.94,1449.2,1605,853,796,198,482,1068,34,73,94,1.440,10.0,1.2,3.0,6.6,2.22,1152,2007.0
CLE,21,29.4,4.05,1462.2,1519,704,658,146,410,1047,49,56,112,1.319,9.3,0.9,2.5,6.4,2.55,1114,2007.0
COL,30,28.1,4.32,1472.0,1497,758,706,164,504,967,39,59,112,1.359,9.2,1.0,3.1,5.9,1.92,1119,2007.0
DET,25,28.5,4.57,1447.1,1498,797,735,174,566,1047,44,68,100,1.426,9.3,1.1,3.5,6.5,1.85,1206,2007.0
FLA,30,26.2,4.94,1443.2,1617,891,793,176,661,1142,40,76,88,1.578,10.1,1.1,4.1,7.1,1.73,1322,2007.0
HOU,21,30.2,4.68,1464.2,1566,813,761,206,510,1109,38,63,95,1.417,9.6,1.3,3.1,6.8,2.17,1210,2007.0
KCR,23,27.1,4.48,1437.1,1547,778,716,168,520,993,36,41,102,1.438,9.7,1.1,3.3,6.2,1.91,1163,2007.0
LAA,18,28.4,4.23,1435.0,1480,731,674,151,477,1156,43,51,107,1.364,9.3,0.9,3.0,7.3,2.42,1125,2007.0
LAD,22,31.1,4.20,1450.0,1443,727,677,146,518,1184,43,38,106,1.352,9.0,0.9,3.2,7.3,2.29,1119,2007.0
MIL,21,29.1,4.41,1444.1,1513,776,708,161,507,1174,49,52,100,1.399,9.4,1.0,3.2,7.3,2.32,1176,2007.0
MIN,19,27.4,4.15,1436.2,1505,725,663,185,420,1094,38,51,103,1.340,9.4,1.2,2.6,6.9,2.60,1098,2007.0
NYM,24,31.3,4.26,1452.1,1415,750,687,165,570,1134,39,61,101,1.367,8.8,1.0,3.5,7.0,1.99,1186,2007.0
NYY,28,31.4,4.49,1450.2,1498,777,724,150,578,1009,34,60,101,1.431,9.3,0.9,3.6,6.3,1.75,1179,2007.0
OAK,24,26.9,4.28,1448.0,1468,758,689,138,530,1036,36,43,99,1.380,9.1,0.9,3.3,6.4,1.95,1145,2007.0
PHI,28,30.6,4.73,1458.1,1555,821,767,198,558,1050,42,72,97,1.449,9.6,1.2,3.4,6.5,1.88,1189,2007.0
PIT,25,27.1,4.93,1447.2,1627,846,793,174,518,997,32,76,89,1.482,10.1,1.1,3.2,6.2,1.92,1185,2007.0
SDP,21,31.5,3.70,1484.2,1406,666,611,119,474,1136,45,48,108,1.266,8.5,0.7,2.9,6.9,2.40,1134,2007.0
